"aggregator_remove","Removes all items from a feed.","aggregator_remove($feed)"
"aggregator_sanitize_configuration","Checks and sanitizes the aggregator configuration.","aggregator_sanitize_configuration()"
"aggregator_save_category","Adds/edits/deletes aggregator categories.","aggregator_save_category($edit)"
"aggregator_save_feed","Add/edit/delete an aggregator feed.","aggregator_save_feed($edit)"
"aggregator_save_item","Adds/edits/deletes an aggregator item.","aggregator_save_item($edit)"
"aggregator_schema","Implements hook_schema().","aggregator_schema()"
"aggregator_test_feed","Page callback. Generates a test feed and simulates last-modified and etags.","aggregator_test_feed($use_last_modified = FALSE, $use_etag = FALSE)"
"aggregator_test_menu","Implements hook_menu().","aggregator_test_menu()"
"aggregator_theme","Implements hook_theme().","aggregator_theme()"
"aggregator_uninstall","Implements hook_uninstall().","aggregator_uninstall()"
"aggregator_update_7000","Add hash column to aggregator_feed table.","aggregator_update_7000()"
"aggregator_update_7001","Add aggregator teaser length to settings from old global default teaser length","aggregator_update_7001()"
"aggregator_update_7002","Add queued timestamp.","aggregator_update_7002()"
"aggregator_update_7003","Increase the length of {aggregator_feed}.url.","aggregator_update_7003()"
"aggregator_update_7004","Add index on timestamp.","aggregator_update_7004()"
"aggregator_view","Displays the aggregator administration page.","aggregator_view()"
"ajax_base_page_theme","Theme callback for Ajax requests.","ajax_base_page_theme()"
"ajax_command_add_css","Creates a Drupal Ajax &#039;add_css&#039; command.","ajax_command_add_css($styles)"
"ajax_command_after","Creates a Drupal Ajax &#039;insert/after&#039; command.","ajax_command_after($selector, $html, $settings = NULL)"
"ajax_command_alert","Creates a Drupal Ajax &#039;alert&#039; command.","ajax_command_alert($text)"
"ajax_command_append","Creates a Drupal Ajax &#039;insert/append&#039; command.","ajax_command_append($selector, $html, $settings = NULL)"
"ajax_command_before","Creates a Drupal Ajax &#039;insert/before&#039; command.","ajax_command_before($selector, $html, $settings = NULL)"
"ajax_command_changed","Creates a Drupal Ajax &#039;changed&#039; command.","ajax_command_changed($selector, $asterisk = '')"
"ajax_command_css","Creates a Drupal Ajax &#039;css&#039; command.","ajax_command_css($selector, $argument)"
"ajax_command_data","Creates a Drupal Ajax &#039;data&#039; command.","ajax_command_data($selector, $name, $value)"
"ajax_command_html","Creates a Drupal Ajax &#039;insert/html&#039; command.","ajax_command_html($selector, $html, $settings = NULL)"
"ajax_command_insert","Creates a Drupal Ajax &#039;insert&#039; command using the method in #ajax[&#039;method&#039;].","ajax_command_insert($selector, $html, $settings = NULL)"
"ajax_command_invoke","Creates a Drupal Ajax &#039;invoke&#039; command.","ajax_command_invoke($selector, $method, array $arguments = array())"
"ajax_command_prepend","Creates a Drupal Ajax &#039;insert/prepend&#039; command.","ajax_command_prepend($selector, $html, $settings = NULL)"
"ajax_command_remove","Creates a Drupal Ajax &#039;remove&#039; command.","ajax_command_remove($selector)"
"ajax_command_replace","Creates a Drupal Ajax &#039;insert/replaceWith&#039; command.","ajax_command_replace($selector, $html, $settings = NULL)"
"ajax_command_restripe","Creates a Drupal Ajax &#039;restripe&#039; command.","ajax_command_restripe($selector)"
"ajax_command_settings","Creates a Drupal Ajax &#039;settings&#039; command.","ajax_command_settings($argument, $merge = FALSE)"
"ajax_command_update_build_id","Creates a Drupal Ajax &#039;update_build_id&#039; command.","ajax_command_update_build_id($form)"
"ajax_deliver","Packages and sends the result of a page callback as an Ajax response.","ajax_deliver($page_callback_result)"
"ajax_footer","Performs end-of-Ajax-request tasks.","ajax_footer()"
"ajax_forms_test_advanced_commands_add_css_callback","Ajax callback for &#039;add_css&#039;.","ajax_forms_test_advanced_commands_add_css_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_after_callback","Ajax callback for &#039;after&#039;.","ajax_forms_test_advanced_commands_after_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_alert_callback","Ajax callback for &#039;alert&#039;.","ajax_forms_test_advanced_commands_alert_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_append_callback","Ajax callback for &#039;append&#039;.","ajax_forms_test_advanced_commands_append_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_before_callback","Ajax callback for &#039;before&#039;.","ajax_forms_test_advanced_commands_before_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_changed_asterisk_callback","Ajax callback for &#039;changed&#039; with asterisk marking inner div.","ajax_forms_test_advanced_commands_changed_asterisk_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_changed_callback","Ajax callback for &#039;changed&#039;.","ajax_forms_test_advanced_commands_changed_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_css_callback","Ajax callback for &#039;css&#039;.","ajax_forms_test_advanced_commands_css_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_data_callback","Ajax callback for &#039;data&#039;.","ajax_forms_test_advanced_commands_data_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_html_callback","Ajax callback for &#039;html&#039;.","ajax_forms_test_advanced_commands_html_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_insert_callback","Ajax callback for &#039;insert&#039;.","ajax_forms_test_advanced_commands_insert_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_invoke_callback","Ajax callback for &#039;invoke&#039;.","ajax_forms_test_advanced_commands_invoke_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_prepend_callback","Ajax callback for &#039;prepend&#039;.","ajax_forms_test_advanced_commands_prepend_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_remove_callback","Ajax callback for &#039;remove&#039;.","ajax_forms_test_advanced_commands_remove_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_restripe_callback","Ajax callback for &#039;restripe&#039;.","ajax_forms_test_advanced_commands_restripe_callback($form, $form_state)"
"ajax_forms_test_advanced_commands_settings_callback","Ajax callback for &#039;settings&#039;.","ajax_forms_test_advanced_commands_settings_callback($form, $form_state)"
"ajax_forms_test_ajax_commands_form","Form to display the Ajax Commands.","ajax_forms_test_ajax_commands_form($form, &$form_state)"
"ajax_forms_test_lazy_load_form","Form builder: Builds a form that triggers a simple AJAX callback.","ajax_forms_test_lazy_load_form($form, &$form_state)"
"ajax_forms_test_lazy_load_form_ajax","AJAX callback for the ajax_forms_test_lazy_load_form() form.","ajax_forms_test_lazy_load_form_ajax($form, &$form_state)"
"ajax_forms_test_lazy_load_form_submit","Form submit handler: Adds JavaScript and CSS that wasn&#039;t on the original form.","ajax_forms_test_lazy_load_form_submit($form, &$form_state)"
"ajax_forms_test_menu","Implements hook_menu().","ajax_forms_test_menu()"
"ajax_forms_test_simple_form","A basic form used to test form_state[&#039;values&#039;] during callback.","ajax_forms_test_simple_form($form, &$form_state)"
"ajax_forms_test_simple_form_checkbox_callback","Ajax callback triggered by checkbox.","ajax_forms_test_simple_form_checkbox_callback($form, $form_state)"
"ajax_forms_test_simple_form_select_callback","Ajax callback triggered by select.","ajax_forms_test_simple_form_select_callback($form, $form_state)"
"ajax_forms_test_validation_form","This form and its related submit and callback functions demonstrate
not validating another form element when a single Ajax element is triggered.","ajax_forms_test_validation_form($form, &$form_state)"
"ajax_forms_test_validation_form_callback","Ajax callback for the &#039;drivertext&#039; element of the validation form.","ajax_forms_test_validation_form_callback($form, $form_state)"
"ajax_forms_test_validation_form_submit","Submit handler for the validation form.","ajax_forms_test_validation_form_submit($form, $form_state)"
"ajax_form_callback","Menu callback; handles Ajax requests for the #ajax Form API property.","ajax_form_callback()"
"ajax_get_form","Gets a form submitted via #ajax during an Ajax callback.","ajax_get_form()"
"ajax_prepare_response","Converts the return value of a page callback into an Ajax commands array.","ajax_prepare_response($page_callback_result)"
"ajax_pre_render_element","Adds Ajax information about an element to communicate with JavaScript.","ajax_pre_render_element($element)"
"ajax_process_form","Form element processing handler for the #ajax form property.","ajax_process_form($element, &$form_state)"
"ajax_render","Renders a commands array into JSON.","ajax_render($commands = array())"
"ajax_test_error","Menu callback; Returns Ajax element with #error property set.","ajax_test_error()"
"ajax_test_link","Menu callback; Renders a #type link with #ajax.","ajax_test_link()"
"ajax_test_menu","Implements hook_menu().","ajax_test_menu()"
"ajax_test_render","Menu callback; Return an element suitable for use by ajax_deliver().","ajax_test_render()"
"ajax_test_system_theme_info","Implements hook_system_theme_info().","ajax_test_system_theme_info()"
"archiver_get_archiver","Creates the appropriate archiver for the specified file.","archiver_get_archiver($file)"
"archiver_get_extensions","Returns a string of supported archive extensions.","archiver_get_extensions()"
"archiver_get_info","Retrieves a list of all available archivers.","archiver_get_info()"
"arg","Returns a component of the current Drupal path.","arg($index = NULL, $path = NULL)"
"authorize_access_allowed","Determines if the current user is allowed to run authorize.php.","authorize_access_allowed()"
"authorize_access_denied_page","Renders a 403 access denied page for authorize.php.","authorize_access_denied_page()"
"authorize_filetransfer_form","Form constructor for the file transfer authorization form.","authorize_filetransfer_form($form, &$form_state)"
"authorize_filetransfer_form_submit","Form submission handler for authorize_filetransfer_form().","authorize_filetransfer_form_submit($form, &$form_state)"
"authorize_filetransfer_form_validate","Form validation handler for authorize_filetransfer_form().","authorize_filetransfer_form_validate($form, &$form_state)"
"authorize_get_filetransfer","Gets a FileTransfer class for a specific transfer method and settings.","authorize_get_filetransfer($backend, $settings = array())"
"authorize_run_operation","Runs the operation specified in $_SESSION[&#039;authorize_operation&#039;].","authorize_run_operation($filetransfer)"
"bartik_drupal_alter_alter","Implements hook_TYPE_alter() on behalf of Bartik theme.","bartik_drupal_alter_alter(&$data, &$arg2 = NULL, &$arg3 = NULL)"
"bartik_field__taxonomy_term_reference","Implements theme_field__field_type().","bartik_field__taxonomy_term_reference($variables)"
"bartik_menu_tree","Implements theme_menu_tree().","bartik_menu_tree($variables)"
"bartik_preprocess_block","Override or insert variables into the block template.","bartik_preprocess_block(&$variables)"
"bartik_preprocess_html","Add body classes if certain regions have content.","bartik_preprocess_html(&$variables)"
"bartik_preprocess_maintenance_page","Implements hook_preprocess_maintenance_page().","bartik_preprocess_maintenance_page(&$variables)"
"bartik_preprocess_node","Override or insert variables into the node template.","bartik_preprocess_node(&$variables)"
"bartik_process_html","Override or insert variables into the page template for HTML output.","bartik_process_html(&$variables)"
"bartik_process_maintenance_page","Override or insert variables into the maintenance page template.","bartik_process_maintenance_page(&$variables)"
"bartik_process_page","Override or insert variables into the page template.","bartik_process_page(&$variables)"
"base_path","Returns the base URL path (i.e., directory) of the Drupal installation.","base_path()"
"batch_get","Retrieves the current batch.","&batch_get()"
"batch_load","Loads a batch from the database.","batch_load($id)"
"batch_process","Processes the batch.","batch_process($redirect = NULL, $url = 'batch', $redirect_callback = 'drupal_goto')"
"batch_set","Adds a new batch.","batch_set($batch_definition)"
"batch_test_chained_form","Form with chained submit callbacks.","batch_test_chained_form()"
"batch_test_chained_form_submit_1","Submit handler #1 for the chained form.","batch_test_chained_form_submit_1($form, &$form_state)"
"batch_test_chained_form_submit_2","Submit handler #2 for the chained form.","batch_test_chained_form_submit_2($form, &$form_state)"
"batch_test_chained_form_submit_3","Submit handler #3 for the chained form.","batch_test_chained_form_submit_3($form, &$form_state)"
"batch_test_chained_form_submit_4","Submit handler #4 for the chained form.","batch_test_chained_form_submit_4($form, &$form_state)"
"batch_test_large_percentage","Menu callback: fire a batch process without a form submission.","batch_test_large_percentage()"
"batch_test_menu","Implement hook_menu().","batch_test_menu()"
"batch_test_mock_form","A simple form with a textfield and submit button.","batch_test_mock_form($form, $form_state)"
"batch_test_mock_form_submit","Submit handler for the batch_test_mock form.","batch_test_mock_form_submit($form, &$form_state)"
"batch_test_multistep_form","Multistep form.","batch_test_multistep_form($form, &$form_state)"
"batch_test_multistep_form_submit","Submit handler for the multistep form.","batch_test_multistep_form_submit($form, &$form_state)"
"batch_test_nested_drupal_form_submit","Menu callback: programmatically submits a form within a batch.","batch_test_nested_drupal_form_submit($value = 1)"
"batch_test_no_form","Menu callback: fire a batch process without a form submission.","batch_test_no_form()"
"batch_test_programmatic","Menu callback: programmatically submits the &#039;Chained&#039; form.","batch_test_programmatic($value = 1)"
"batch_test_redirect_page","Menu callback: successful redirection.","batch_test_redirect_page()"
"batch_test_simple_form","Simple form.","batch_test_simple_form()"
"batch_test_simple_form_submit","Submit handler for the simple form.","batch_test_simple_form_submit($form, &$form_state)"
"batch_test_stack","Helper function: store or retrieve traced execution data.","batch_test_stack($data = NULL, $reset = FALSE)"
"batch_test_theme_batch","Menu callback: run a batch for testing theme used on the progress page.","batch_test_theme_batch()"
"blocked_ip_load","Retrieve a blocked IP address from the database.","blocked_ip_load($iid)"
"block_add_block_form","Form constructor for the add block form.","block_add_block_form($form, &$form_state)"
"block_add_block_form_submit","Form submission handler for block_add_block_form().","block_add_block_form_submit($form, &$form_state)"
"block_add_block_form_validate","Form validation handler for block_add_block_form().","block_add_block_form_validate($form, &$form_state)"
"block_admin_configure","Form constructor for the block configuration form.","block_admin_configure($form, &$form_state, $module, $delta)"
"block_admin_configure_submit","Form submission handler for block_admin_configure().","block_admin_configure_submit($form, &$form_state)"
"block_admin_configure_validate","Form validation handler for block_admin_configure().","block_admin_configure_validate($form, &$form_state)"
"block_admin_demo","Menu callback for admin/structure/block/demo.","block_admin_demo($theme = NULL)"
"block_admin_display","Menu callback for admin/structure/block.","block_admin_display($theme = NULL)"
"block_admin_display_form","Form constructor for the main block administration form.","block_admin_display_form($form, &$form_state, $blocks, $theme, $block_regions = NULL)"
"block_admin_display_form_submit","Form submission handler for block_admin_display_form().","block_admin_display_form_submit($form, &$form_state)"
"block_admin_display_prepare_blocks","Prepares a list of blocks for display on the blocks administration page.","block_admin_display_prepare_blocks($theme)"
"block_admin_paths","Implements hook_admin_paths().","block_admin_paths()"
"block_block_configure","Implements hook_block_configure().","block_block_configure($delta = 0)"
"block_block_info","Implements hook_block_info().","block_block_info()"
"block_block_list_alter","Implements hook_block_list_alter().","block_block_list_alter(&$blocks)"
"block_block_save","Implements hook_block_save().","block_block_save($delta = 0, $edit = array())"
"block_block_view","Implements hook_block_view().","block_block_view($delta = '')"
"block_custom_block_delete","Form constructor for the custom block deletion form.","block_custom_block_delete($form, &$form_state, $module, $delta)"
"block_custom_block_delete_submit","Form submission handler for block_custom_block_delete().","block_custom_block_delete_submit($form, &$form_state)"
"block_custom_block_form","Form constructor for the custom block form.","block_custom_block_form($edit = array())"
"block_custom_block_get","Returns information from database about a user-created (custom) block.","block_custom_block_get($bid)"
"block_custom_block_save","Saves a user-created block in the database.","block_custom_block_save($edit, $delta)"
"block_drupal_alter_foo_alter","Implements hook_TYPE_alter() on behalf of block module.","block_drupal_alter_foo_alter(&$data, &$arg2 = NULL, &$arg3 = NULL)"
"block_flush_caches","Implements hook_flush_caches().","block_flush_caches()"
"block_form_form_test_alter_form_alter","Implements hook_form_FORM_ID_alter() on behalf of block.module.","block_form_form_test_alter_form_alter(&$form, &$form_state)"
"block_form_system_performance_settings_alter","Implements hook_form_FORM_ID_alter().","block_form_system_performance_settings_alter(&$form, &$form_state)"
"block_form_user_profile_form_alter","Implements hook_form_FORM_ID_alter() for user_profile_form().","block_form_user_profile_form_alter(&$form, &$form_state)"
"block_get_blocks_by_region","Gets a renderable array of a region containing all enabled blocks.","block_get_blocks_by_region($region)"
"block_help","Implements hook_help().","block_help($path, $arg)"
"block_install","Implements hook_install().","block_install()"
"block_list","Returns all blocks in the specified region for the current user.","block_list($region)"
"block_load","Loads a block object from the database.","block_load($module, $delta)"
"block_menu","Implements hook_menu().","block_menu()"
"block_menu_delete","Implements hook_menu_delete().","block_menu_delete($menu)"
"block_modules_uninstalled","Implements hook_modules_uninstalled().","block_modules_uninstalled($modules)"
"block_page_build","Implements hook_page_build().","block_page_build(&$page)"
"block_permission","Implements hook_permission().","block_permission()"
"block_schema","Implements hook_schema().","block_schema()"
"block_test_block_info","Implements hook_block_info().","block_test_block_info()"
"block_test_block_info_alter","Implements hook_block_info_alter().","block_test_block_info_alter(&$blocks)"
"block_test_block_view","Implements hook_block_view().","block_test_block_view($delta = 0)"
"block_test_block_view_block_test_test_hyphen_alter","Implements hook_block_view_MODULE_DELTA_alter().","block_test_block_view_block_test_test_hyphen_alter(&$data, $block)"
"block_test_block_view_block_test_test_underscore_alter","Implements hook_block_view_MODULE_DELTA_alter().","block_test_block_view_block_test_test_underscore_alter(&$data, $block)"
"block_test_system_theme_info","Implements hook_system_theme_info().","block_test_system_theme_info()"
"block_theme","Implements hook_theme().","block_theme()"
"block_themes_enabled","Initializes blocks for enabled themes.","block_themes_enabled($theme_list)"
"block_theme_initialize","Assigns an initial, default set of blocks for a theme.","block_theme_initialize($theme)"
"block_update_7000","Set system.weight to a low value for block module.","block_update_7000()"
"block_update_7002","Rename {blocks} table to {block}, {blocks_roles} to {block_role} and
{boxes} to {block_custom}.","block_update_7002()"
"block_update_7003","Change the weight column to normal int.","block_update_7003()"
"block_update_7004","Add new blocks to new regions, migrate custom variables to blocks.","block_update_7004()"
"block_update_7005","Update the {block_custom}.format column.","block_update_7005()"
"block_update_7006","Recreates cache_block table.","block_update_7006()"
"block_update_7007","Change {block_custom}.format into varchar.","block_update_7007()"
"block_update_7008","Update database to match Drupal 7 schema.","block_update_7008()"
"block_update_7009","Increase {block}.title length to 255 characters.","block_update_7009()"
"block_update_dependencies","Implements hook_update_dependencies().","block_update_dependencies()"
"block_user_presave","Implements hook_user_presave().","block_user_presave(&$edit, $account, $category)"
"block_user_role_delete","Implements hook_user_role_delete().","block_user_role_delete($role)"
"blog_block_configure","Implements hook_block_configure().","blog_block_configure($delta = '')"
"blog_block_info","Implements hook_block_info().","blog_block_info()"
"blog_block_save","Implements hook_block_save().","blog_block_save($delta = '', $edit = array())"
"blog_block_view","Implements hook_block_view().","blog_block_view($delta = '')"
"blog_feed_last","Menu callback; displays an RSS feed containing recent blog entries of all users.","blog_feed_last()"
"blog_feed_user","Menu callback; displays an RSS feed containing recent blog entries of a given user.","blog_feed_user($account)"
"blog_form","Implements hook_form().","blog_form($node, $form_state)"
"blog_help","Implements hook_help().","blog_help($path, $arg)"
"blog_install","Implements hook_install().","blog_install()"
"blog_menu","Implements hook_menu().","blog_menu()"
"blog_menu_local_tasks_alter","Implements hook_menu_local_tasks_alter().","blog_menu_local_tasks_alter(&$data, $router_item, $root_path)"
"blog_node_info","Implements hook_node_info().","blog_node_info()"
"blog_node_view","Implements hook_node_view().","blog_node_view($node, $view_mode)"
"blog_page_last","Menu callback; displays a Drupal page containing recent blog entries of all users.","blog_page_last()"
"blog_page_user","Menu callback; displays a Drupal page containing recent blog entries of a given user.","blog_page_user($account)"
"blog_page_user_access","Access callback for user blog pages.","blog_page_user_access($account)"
"blog_rdf_mapping","Implements hook_rdf_mapping().","blog_rdf_mapping()"
"blog_uninstall","Implements hook_uninstall().","blog_uninstall()"
"blog_user_view","Implements hook_user_view().","blog_user_view($account)"
"blog_view","Implements hook_view().","blog_view($node, $view_mode)"
"book_admin_edit","Form constructor for administering a single book&#039;s hierarchy.","book_admin_edit($form, $form_state, $node)"
"book_admin_edit_submit","Form submission handler for book_admin_edit().","book_admin_edit_submit($form, &$form_state)"
"book_admin_edit_validate","Form validation handler for book_admin_edit().","book_admin_edit_validate($form, &$form_state)"
"book_admin_overview","Returns an administrative overview of all books.","book_admin_overview()"
"book_admin_paths","Implements hook_admin_paths().","book_admin_paths()"
"book_admin_settings","Form constructor for the book settings form.","book_admin_settings()"
"book_admin_settings_validate","Form validation handler for book_admin_settings().","book_admin_settings_validate($form, &$form_state)"
"book_block_configure","Implements hook_block_configure().","book_block_configure($delta = '')"
"book_block_info","Implements hook_block_info().","book_block_info()"
"book_block_save","Implements hook_block_save().","book_block_save($delta = '', $edit = array())"
"book_block_view","Implements hook_block_view().","book_block_view($delta = '')"
"book_children","Formats the menu links for the child pages of the current page.","book_children($book_link)"
"book_entity_info_alter","Implements hook_entity_info_alter().","book_entity_info_alter(&$info)"
"book_export","Menu callback; Generates representations of a book page and its children.","book_export($type, $nid)"
"book_export_html","Generates HTML for export when invoked by book_export().","book_export_html($nid)"
"book_export_traverse","Traverses the book tree to build printable or exportable output.","book_export_traverse($tree, $visit_func)"
"book_form_node_delete_confirm_alter","Implements hook_form_FORM_ID_alter() for node_delete_confirm().","book_form_node_delete_confirm_alter(&$form, $form_state)"
"book_form_node_form_alter","Implements hook_form_BASE_FORM_ID_alter() for node_form().","book_form_node_form_alter(&$form, &$form_state, $form_id)"
"book_form_update","Renders a new parent page select element when the book selection changes.","book_form_update($form, $form_state)"
"book_get_books","Returns an array of all books.","book_get_books()"
"book_get_flat_menu","Gets the book menu tree for a page and returns it as a linear array.","book_get_flat_menu($book_link)"
"book_help","Implements hook_help().","book_help($path, $arg)"
"book_install","Implements hook_install().","book_install()"
"book_link_load","Gets a book menu link by its menu link ID.","book_link_load($mlid)"
"book_menu","Implements hook_menu().","book_menu()"
"book_menu_name","Generates the corresponding menu name from a book ID.","book_menu_name($bid)"
"book_menu_subtree_data","Gets the data representing a subtree of the book hierarchy.","book_menu_subtree_data($link)"
"book_next","Fetches the menu link for the next page of the book.","book_next($book_link)"
"book_node_delete","Implements hook_node_delete().","book_node_delete($node)"
"book_node_export","Generates printer-friendly HTML for a node.","book_node_export($node, $children = '')"
"book_node_insert","Implements hook_node_insert().","book_node_insert($node)"
"book_node_load","Implements hook_node_load().","book_node_load($nodes, $types)"
"book_node_prepare","Implements hook_node_prepare().","book_node_prepare($node)"
"book_node_presave","Implements hook_node_presave().","book_node_presave($node)"
"book_node_type_update","Implements hook_node_type_update().","book_node_type_update($type)"
